BFDH,Identical Rectangles,100,255,100,0.8824
0,0,0,15,15
1,15,0,15,15
2,30,0,15,15
3,45,0,15,15
4,60,0,15,15
5,75,0,15,15
6,0,15,15,15
7,15,15,15,15
8,30,15,15,15
9,45,15,15,15
10,60,15,15,15
11,75,15,15,15
12,0,30,15,15
13,15,30,15,15
14,30,30,15,15
15,45,30,15,15
16,60,30,15,15
17,75,30,15,15
18,0,45,15,15
19,15,45,15,15
20,30,45,15,15
21,45,45,15,15
22,60,45,15,15
23,75,45,15,15
24,0,60,15,15
25,15,60,15,15
26,30,60,15,15
27,45,60,15,15
28,60,60,15,15
29,75,60,15,15
30,0,75,15,15
31,15,75,15,15
32,30,75,15,15
33,45,75,15,15
34,60,75,15,15
35,75,75,15,15
36,0,90,15,15
37,15,90,15,15
38,30,90,15,15
39,45,90,15,15
40,60,90,15,15
41,75,90,15,15
42,0,105,15,15
43,15,105,15,15
44,30,105,15,15
45,45,105,15,15
46,60,105,15,15
47,75,105,15,15
48,0,120,15,15
49,15,120,15,15
50,30,120,15,15
51,45,120,15,15
52,60,120,15,15
53,75,120,15,15
54,0,135,15,15
55,15,135,15,15
56,30,135,15,15
57,45,135,15,15
58,60,135,15,15
59,75,135,15,15
60,0,150,15,15
61,15,150,15,15
62,30,150,15,15
63,45,150,15,15
64,60,150,15,15
65,75,150,15,15
66,0,165,15,15
67,15,165,15,15
68,30,165,15,15
69,45,165,15,15
70,60,165,15,15
71,75,165,15,15
72,0,180,15,15
73,15,180,15,15
74,30,180,15,15
75,45,180,15,15
76,60,180,15,15
77,75,180,15,15
78,0,195,15,15
79,15,195,15,15
80,30,195,15,15
81,45,195,15,15
82,60,195,15,15
83,75,195,15,15
84,0,210,15,15
85,15,210,15,15
86,30,210,15,15
87,45,210,15,15
88,60,210,15,15
89,75,210,15,15
90,0,225,15,15
91,15,225,15,15
92,30,225,15,15
93,45,225,15,15
94,60,225,15,15
95,75,225,15,15
96,0,240,15,15
97,15,240,15,15
98,30,240,15,15
99,45,240,15,15
